price,address,squares,type,year,bed,bath,tax
"CA$928,800","19477 72a Avenue #84, Surrey, BC","1,497 sq.ft. Home","Residential, Condo",2014,3,2+1,NA
"CA$849,600","308 Alderson Avenue #1504, Coquitlam, BC",821 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$690,000","4300 Mayberry Street #1610, Burnaby, BC",941 sq.ft. Home,"Residential, Condo",1976,2,2,NA
"CA$829,000","2425 Alpha Avenue #1601, Burnaby, BC",765 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$888,000","3728 Thurston Street #38, Burnaby, BC","1,050 sq.ft. Home","Residential, Condo",2015,2,1+1,NA
"CA$468,000","8591 Westminster Highway #306, Richmond, BC",730 sq.ft. Home,"Residential, Condo",1983,1,1,NA
"CA$799,900","7599 15th Street #514, Burnaby, BC",786 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$799,000","15405 31 Avenue #20, Surrey, BC","1,360 sq.ft. Home","Residential, Condo",2011,3,2+1,NA
"CA$474,999","10082 148 Street #905, Surrey, BC",881 sq.ft. Home,"Residential, Condo",1993,2,2,NA
"CA$715,000","652 Whiting Way #2709, Coquitlam, BC",733 sq.ft. Home,"Residential, Condo",2020,2,1,NA
"CA$999,000","6588 Nelson Avenue #4003, Burnaby, BC","1,918 sq.ft. Home","Residential, Condo",2015,3,2,NA
"CA$629,000","27 Alexander Street #403, Vancouver, BC",711 sq.ft. Home,"Residential, Condo",1995,1,1,NA
"CA$658,000","1188 Howe Street #1801, Vancouver, BC",657 sq.ft. Home,"Residential, Condo",1994,2,2,NA
"CA$724,900","7837 120a Street #113, Surrey, BC","1,186 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$839,900","2188 Madison Avenue #310, Burnaby, BC",917 sq.ft. Home,"Residential, Condo",2018,2,2,NA
"CA$686,500","1973 Winfield Drive #16, Abbotsford, BC","1,165 sq.ft. Home","Residential, Condo",1994,2,2,NA
"CA$599,999","258 Nelson's Court #603, New Westminster, BC",635 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$938,000","7303 Noble Lane #2407, Burnaby, BC",853 sq.ft. Home,"Residential, Condo",2019,2,2,NA
"CA$475,000","1765 Cowichan Bay Rd #5, Cowichan Bay, BC",785 sq.ft. Home,"Residential, Condo",2005,2,1,NA
"CA$599,000","960 Lynn Valley Road #216, North Vancouver, BC",799 sq.ft. Home,"Residential, Condo",2002,2,1,NA
"CA$899,900","16561 17a Avenue #20, Surrey, BC","1,585 sq.ft. Home","Residential, Condo",2022,3,2+1,NA
"CA$638,888","19979 76 Avenue #618, Langley, BC",675 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$585,000","3588 Sawmill Crescent #401, Vancouver, BC",562 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$878,800","21928 48 Avenue #73, Langley, BC","1,597 sq.ft. Home","Residential, Condo",1993,3,2+1,NA
"CA$740,000","18701 66 Avenue #70, Surrey, BC","1,311 sq.ft. Home","Residential, Condo",2005,2,2,NA
"CA$789,000","6240 Mckay Avenue #606, Burnaby, BC","1,302 sq.ft. Home","Residential, Condo",1989,2,2,NA
"CA$799,000","6699 Dunblane Avenue #2901, Burnaby, BC",608 sq.ft. Home,"Residential, Condo",2021,2,1,NA
"CA$629,000","13398 104 Avenue #902, Surrey, BC",752 sq.ft. Home,"Residential, Condo",2016,2,2,NA
"CA$635,000","6071 W Greenside Drive, Surrey, BC",997 sq.ft. Home,"Residential, Condo",1978,2,1,NA
"CA$849,000","8590 Wilderness Court, Burnaby, BC","1,410 sq.ft. Home","Residential, Condo",1981,3,2+1,NA
"CA$945,000","18828 69th Avenue #67, Surrey, BC","1,889 sq.ft. Home","Residential, Condo",2004,3,3,NA
"CA$660,000","20727 Willoughby Town Centre Drive #A211, Langley, BC",827 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$499,900","13458 95 Avenue #311, Surrey, BC",549 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$689,900","3015 Trethewey Street #31, Abbotsford, BC","2,098 sq.ft. Home","Residential, Condo",1979,3+1,1+2,NA
"CA$899,000","15355 26 Avenue #51, Surrey, BC","1,573 sq.ft. Home","Residential, Condo",1998,3,2+1,NA
"CA$629,900","501 Pacific Street #3005, Vancouver, BC",505 sq.ft. Home,"Residential, Condo",1999,1,1,NA
"CA$938,000","7288 188 Street #32, Surrey, BC","1,456 sq.ft. Home","Residential, Condo",2022,3,2+1,NA
"CA$599,000","6888 Alderbridge Way #1002, Richmond, BC",595 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$998,000","12040 68 Avenue #135, Surrey, BC","2,139 sq.ft. Home","Residential, Condo",2005,3,3+1,NA
"CA$899,900","1975 154 Street #302, Surrey, BC","1,116 sq.ft. Home","Residential, Condo",2016,2,2,NA
"CA$739,900","16177 83 Avenue #189, Surrey, BC","1,115 sq.ft. Home","Residential, Condo",2007,2,1+1,NA
"CA$479,900","32640 Murray Avenue #11, Abbotsford, BC","1,260 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$749,000","11735 89a Avenue #8, Delta, BC","1,641 sq.ft. Home","Residential, Condo",1972,4,2,NA
"CA$609,800","15137 33 Avenue #201, Surrey, BC",841 sq.ft. Home,"Residential, Condo",2018,2,2,NA
"CA$578,000","6815 188 Street #111, Surrey, BC",793 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$589,000","12088 66 Avenue #219, Surrey, BC","1,112 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$799,000","6747 137 Street ##10, Surrey, BC","1,861 sq.ft. Home","Residential, Condo",1999,3,3+1,NA
"CA$579,000","19830 56 Avenue #406, Langley, BC","1,229 sq.ft. Home","Residential, Condo",2008,2,2,NA
"CA$598,786","9521 Cardston Court #504, Burnaby, BC",916 sq.ft. Home,"Residential, Condo",1983,2,1+1,NA
"CA$679,900","1450 Mccallum Road #41, Abbotsford, BC","1,282 sq.ft. Home","Residential, Condo",1989,2,2,NA
"CA$999,900","4888 Brentwood Drive #PH3, Burnaby, BC","1,045 sq.ft. Home","Residential, Condo",2008,2,2,NA
"CA$889,000","41449 Government Road #20, Squamish, BC","1,159 sq.ft. Home","Residential, Condo",1993,3,1+1,NA
"CA$799,000","4250 Dawson Street #903, Burnaby, BC",864 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$681,000","55 Tenth Street #101, New Westminster, BC","1,003 sq.ft. Home","Residential, Condo",1993,3,2,NA
"CA$719,500","123 19th Street E #321, North Vancouver, BC",947 sq.ft. Home,"Residential, Condo",1972,2,1+1,NA
"CA$649,999","5058 Joyce Street #2108, Vancouver, BC",439 sq.ft. Home,"Residential, Condo",2021,1,1,NA
"CA$749,900","8131 Nunavut Lane #305, Vancouver, BC",771 sq.ft. Home,"Residential, Condo",2016,2,2,NA
"CA$698,000","6000 Mckay Avenue #2701, Burnaby, BC",524 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$510,000","626 Alexander Street #212, Vancouver, BC",568 sq.ft. Home,"Residential, Condo",2015,1,1,NA
"CA$698,800","172 Victory Ship Way #205, North Vancouver, BC",584 sq.ft. Home,"Residential, Condo",2010,1,1,NA
"CA$874,800","18883 65 Avenue #87, Surrey, BC","1,529 sq.ft. Home","Residential, Condo",1997,3,2+1,NA
"CA$548,800","20140 56 Avenue #211, Langley, BC","1,170 sq.ft. Home","Residential, Condo",1990,2,2,NA
"CA$969,000","4458 Beresford Street #3703, Burnaby, BC",808 sq.ft. Home,"Residential, Condo",2021,2,2,NA
"CA$785,000","20033 70 Avenue #137, Langley, BC","1,297 sq.ft. Home","Residential, Condo",2004,3,2,NA
"CA$719,000","908 Quayside Drive #2711, New Westminster, BC",759 sq.ft. Home,"Residential, Condo",2019,2,1,NA
"CA$499,000","12020 207a Street #309, Maple Ridge, BC",860 sq.ft. Home,"Residential, Condo",2005,3,2,NA
"CA$999,900","8430 203a Street #4, Langley, BC","1,605 sq.ft. Home","Residential, Condo",2022,4,3+1,NA
"CA$949,800","8333 Sweet Avenue #1505, Richmond, BC",901 sq.ft. Home,"Residential, Condo",2017,2,1+1,NA
"CA$629,000","7115 134 Street #18, Surrey, BC","1,155 sq.ft. Home","Residential, Condo",1981,2+1,1,NA
"CA$484,900","3080 Gladwin Road #501, Abbotsford, BC",690 sq.ft. Home,"Residential, Condo",2016,1,1+1,NA
"CA$649,900","1082 Seymour Street #302, Vancouver, BC",663 sq.ft. Home,"Residential, Condo",2006,1,1,NA
"CA$888,000","181 1st Avenue W #1101, Vancouver, BC",686 sq.ft. Home,"Residential, Condo",2010,1,1,NA
"CA$865,000","15360 20 Avenue #405, Surrey, BC","1,003 sq.ft. Home","Residential, Condo",2013,2,2,NA
"CA$555,900","15558 16a Avenue #402, Surrey, BC","1,017 sq.ft. Home","Residential, Condo",1996,2,1,NA
"CA$629,000","20200 54a Avenue #306, Langley, BC","1,138 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$459,000","6688 120 Street #202, Surrey, BC",614 sq.ft. Home,"Residential, Condo",2011,1,1,NA
"CA$699,900","27456 32 Avenue #163, Langley, BC","1,129 sq.ft. Home","Residential, Condo",1982,3,1+1,NA
"CA$899,000","16433 19 Avenue #118, Surrey, BC","1,341 sq.ft. Home","Residential, Condo",2019,3,2+1,NA
"CA$884,900","8418 163 Street #17, Surrey, BC","1,647 sq.ft. Home","Residential, Condo",2011,4,3+1,NA
"CA$550,000","221 Union Street #507, Vancouver, BC",571 sq.ft. Home,"Residential, Condo",2010,1,1,NA
"CA$769,000","11176 Gilker Hill Road #38, Maple Ridge, BC","1,401 sq.ft. Home","Residential, Condo",2013,3,2,NA
"CA$999,800","7240 Moffatt Road #7, Richmond, BC","1,608 sq.ft. Home","Residential, Condo",1986,3,2,NA
"CA$979,000","1005 Lynn Valley Road #15, North Vancouver, BC","1,013 sq.ft. Home","Residential, Condo",2001,2,1+1,NA
"CA$734,888","13428 105 Avenue #2510, Surrey, BC",762 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$549,900","2038 Sandalwood Crescent #106, Abbotsford, BC",960 sq.ft. Home,"Residential, Condo",2009,2,2,NA
"CA$628,000","2960 29th Avenue E #116, Vancouver, BC",700 sq.ft. Home,"Residential, Condo",1990,1,1,NA
"CA$569,900","6557 121 Street #102, Surrey, BC","1,026 sq.ft. Home","Residential, Condo",1997,2,2,NA
"CA$738,888","5723 Balsam Street #211, Vancouver, BC",869 sq.ft. Home,"Residential, Condo",1996,1,1,NA
"CA$879,900","1871 165a Street #17, Surrey, BC","1,323 sq.ft. Home","Residential, Condo",2024,3,3,NA
"CA$849,900","2632 Library Lane #501, North Vancouver, BC",768 sq.ft. Home,"Residential, Condo",2019,1,1,NA
"CA$584,900","3528 146a Street #301, Surrey, BC",591 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$519,000","3110 Trafalgar Street #50, Abbotsford, BC","1,571 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$659,888","688 Abbott Street #3103, Vancouver, BC",586 sq.ft. Home,"Residential, Condo",2007,1,1,NA
"CA$659,888","8888 Osler Street #211, Vancouver, BC",616 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$669,900","7920 206 Street #417, Langley, BC",822 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$979,000","111 Wood Street #7, New Westminster, BC","1,524 sq.ft. Home","Residential, Condo",2016,3,2+1,NA
"CA$949,000","8988 Patterson Road #731, Richmond, BC","1,001 sq.ft. Home","Residential, Condo",2017,3,2+1,NA
"CA$489,000","10333 133 Street #1101, Surrey, BC",504 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$699,999","1199 Eastwood Street #707, Coquitlam, BC","1,022 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$799,900","6033 168 Street #4, Surrey, BC","1,395 sq.ft. Home","Residential, Condo",2006,3,2,NA
"CA$899,900","7177 194a Street #64, Surrey, BC","1,784 sq.ft. Home","Residential, Condo",2020,4,3+1,NA
"CA$729,000","901 Lougheed Highway #1202, Coquitlam, BC",720 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$489,000","13350 Central Avenue #809, Surrey, BC",511 sq.ft. Home,"Residential, Condo",2023,1,1,NA
"CA$619,900","6438 195a Street #201, Surrey, BC",811 sq.ft. Home,"Residential, Condo",2018,2,2,NA
"CA$499,900","9232 University Crescent #307, Burnaby, BC",882 sq.ft. Home,"Residential, Condo",2006,2,2,NA
"CA$498,888","34101 Old Yale Road #316, Abbotsford, BC","1,063 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$888,800","2651 Library Lane #122, North Vancouver, BC",930 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$699,900","6537 138 Street #45, Surrey, BC","1,348 sq.ft. Home","Residential, Condo",1988,2,2,NA
"CA$699,800","17555 57a Avenue #13, Surrey, BC","1,162 sq.ft. Home","Residential, Condo",2018,2,2,NA
"CA$824,900","1000 Bowron Court #611, North Vancouver, BC",946 sq.ft. Home,"Residential, Condo",1987,1,1,NA
"CA$499,000","13398 104 Avenue #2707, Surrey, BC",562 sq.ft. Home,"Residential, Condo",2016,1,1,NA
"CA$725,000","30930 Westridge Place #148, Abbotsford, BC","1,280 sq.ft. Home","Residential, Condo",2020,2,2+1,NA
"CA$579,777","8068 120a Street #207, Surrey, BC","1,027 sq.ft. Home","Residential, Condo",1995,2,2,NA
"CA$549,000","3090 Gladwin Road #104, Abbotsford, BC",832 sq.ft. Home,"Residential, Condo",2015,2,2,NA
"CA$915,000","1082 Seymour Street #213, Vancouver, BC",953 sq.ft. Home,"Residential, Condo",2006,2,2,NA
"CA$479,999","19730 56 Avenue #309, Langley, BC",745 sq.ft. Home,"Residential, Condo",2007,1,1,NA
"CA$579,888","13387 Old Yale Road #TH4, Surrey, BC",540 sq.ft. Home,"Residential, Condo",2025,1,1,NA
"CA$925,000","4388 Buchanan Street #1606, Burnaby, BC","1,192 sq.ft. Home","Residential, Condo",2002,3,2,NA
"CA$835,000","2655 Bedford Street #4034, Port Coquitlam, BC","1,241 sq.ft. Home","Residential, Condo",2011,2,2,NA
"CA$698,000","5088 Kwantlen Street #1801, Richmond, BC",868 sq.ft. Home,"Residential, Condo",2007,2,2,NA
"CA$688,900","1205 Howe Street #801, Vancouver, BC",659 sq.ft. Home,"Residential, Condo",2009,1,1,NA
"CA$894,800","5766 Gilbert Road #603, Richmond, BC",826 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$542,900","6576 Marlborough Avenue #1409, Burnaby, BC",439 sq.ft. Home,"Residential, Condo",2027,1,1,NA
"CA$889,900","23215 Billy Brown Road #205, Langley, BC","1,283 sq.ft. Home","Residential, Condo",2009,2,2,NA
"CA$669,900","20834 80 Avenue #B408, Langley, BC",891 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$750,000","4740 221 Street #22, Langley, BC","1,689 sq.ft. Home","Residential, Condo",1993,3,2,NA
"CA$839,000","107 Atkins Rd #33, Salt Spring, BC","1,866 sq.ft. Home","Residential, Condo",2006,2+1,4,NA
"CA$819,900","5955 Indian Rd #1, Duncan, BC","1,754 sq.ft. Home","Residential, Condo",1996,3,3,NA
"CA$599,900","3101 Herons Way #12, Duncan, BC","1,376 sq.ft. Home","Residential, Condo",2006,2,2,NA
"CA$949,000","6575 192 Street #70, Surrey, BC","1,908 sq.ft. Home","Residential, Condo",2007,3,3+1,NA
"CA$559,900","2425 166 Street #305, Surrey, BC",675 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$549,900","1379 Merklin Street #101, White Rock, BC","1,108 sq.ft. Home","Residential, Condo",1975,2,2,NA
"CA$999,000","531 Ioco Road, Port Moody, BC","1,673 sq.ft. Home","Residential, Condo",1973,3+1,2,NA
"CA$919,000","4858 Slocan Street #225, Vancouver, BC","1,032 sq.ft. Home","Residential, Condo",2019,2,2,NA
"CA$769,000","172 Victory Ship Way #102, North Vancouver, BC",609 sq.ft. Home,"Residential, Condo",2010,1,1,NA
"CA$599,000","4815 Eldorado Mews #1201, Vancouver, BC",605 sq.ft. Home,"Residential, Condo",2013,1,1,NA
"CA$618,888","488 Marine Drive SW #2101, Vancouver, BC",466 sq.ft. Home,"Residential, Condo",2015,1,1,NA
"CA$589,000","5555 13a Avenue #206, Delta, BC",888 sq.ft. Home,"Residential, Condo",1996,2,2,NA
"CA$949,000","11577 223 Street #307, Maple Ridge, BC","1,160 sq.ft. Home","Residential, Condo",2026,3,2,NA
"CA$720,000","680 Seylynn Crescent #1901, North Vancouver, BC",600 sq.ft. Home,"Residential, Condo",2022,1,1,NA
"CA$569,900","9951 152 Street #206, Surrey, BC","1,055 sq.ft. Home","Residential, Condo",1991,2,2,NA
"CA$859,000","11577 223 Street #201, Maple Ridge, BC","1,123 sq.ft. Home","Residential, Condo",2026,2,2,NA
"CA$823,888","4132 Halifax Street #803, Burnaby, BC",920 sq.ft. Home,"Residential, Condo",2005,2,2,NA
"CA$528,800","1555 Fir Street #102, White Rock, BC",950 sq.ft. Home,"Residential, Condo",1973,2,1+1,NA
"CA$549,000","13897 Fraser Highway #228, Surrey, BC",724 sq.ft. Home,"Residential, Condo",2011,2,1,NA
"CA$679,900","12655 190a Street #312, Pitt Meadows, BC",941 sq.ft. Home,"Residential, Condo",2014,2,2,NA
"CA$649,900","6628 120 Street #131, Surrey, BC",807 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$459,900","2431 Rabbit Drive #411, Tsawwassen, BC",477 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$796,000","528 King Edward Avenue W #206, Vancouver, BC",632 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$699,000","7660 Minoru Boulevard #204, Richmond, BC","1,475 sq.ft. Home","Residential, Condo",1986,2,2,NA
"CA$879,900","18839 69 Avenue #31, Surrey, BC","1,519 sq.ft. Home","Residential, Condo",2005,3,2,NA
"CA$479,900","2431 Rabbit Drive #216, Tsawwassen, BC",602 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$799,999","10777 138 Street #205, Surrey, BC","1,019 sq.ft. Home","Residential, Condo",2024,3,2,NA
"CA$505,000","19750 64 Avenue #311, Langley, BC",770 sq.ft. Home,"Residential, Condo",1996,2,1,NA
"CA$679,000","3528 146a Street #214, Surrey, BC",850 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$829,999","19789 55 Avenue #21, Langley, BC","1,248 sq.ft. Home","Residential, Condo",2018,3,2+1,NA
"CA$598,000","7088 14th Avenue #406, Burnaby, BC",624 sq.ft. Home,"Residential, Condo",2015,1,1,NA
"CA$579,900","2431 Rabbit Drive #203, Tsawwassen, BC",699 sq.ft. Home,"Residential, Condo",2024,2,1,NA
"CA$679,000","811 Helmcken Street #308, Vancouver, BC",660 sq.ft. Home,"Residential, Condo",1995,1,1,NA
"CA$699,000","1661 Fraser Avenue #308, Port Coquitlam, BC","1,099 sq.ft. Home","Residential, Condo",2007,2,2,NA
"CA$699,900","2431 Rabbit Drive #509, Tsawwassen, BC",768 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$998,000","1428 6th Avenue W #309, Vancouver, BC",945 sq.ft. Home,"Residential, Condo",2003,2,2,NA
"CA$575,000","18755 68 Avenue #303, Surrey, BC",802 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$999,000","812 Milton Street #302, New Westminster, BC","1,343 sq.ft. Home","Residential, Condo",1983,3,2,NA
"CA$639,000","8388 158 Street #3, Surrey, BC","1,381 sq.ft. Home","Residential, Condo",1996,2,2,NA
"CA$729,900","3355 Rosemary Heights Drive #310, Surrey, BC",887 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$909,900","4235 Cormorant Way #6, Tsawwassen, BC","1,392 sq.ft. Home","Residential, Condo",2025,3,2+1,NA
"CA$974,900","1888 Gilmore Avenue #3306, Burnaby, BC",883 sq.ft. Home,"Residential, Condo",2020,2,2,NA
"CA$499,900","9280 Salish Court #603, Burnaby, BC",738 sq.ft. Home,"Residential, Condo",1977,1,1,NA
"CA$649,000","777 Burrard Street #55, Vancouver, BC",627 sq.ft. Home,"Residential, Condo",1914,1,1,NA
"CA$748,000","3788 8th Avenue W #202, Vancouver, BC",819 sq.ft. Home,"Residential, Condo",1989,1,1,NA
"CA$779,900","6747 203 Street #68, Langley, BC","1,370 sq.ft. Home","Residential, Condo",2005,3,2,NA
"CA$710,000","13387 Old Yale Road #804, Surrey, BC",745 sq.ft. Home,"Residential, Condo",2024,2,2,NA
"CA$678,800","15168 33 Avenue #416, Surrey, BC",871 sq.ft. Home,"Residential, Condo",2016,2,2,NA
"CA$688,000","9171 Ferndale Road #712, Richmond, BC",987 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$749,900","20852 77a Avenue #27, Langley, BC","1,241 sq.ft. Home","Residential, Condo",2015,3,1+1,NA
"CA$738,888","1188 Howe Street #2207, Vancouver, BC",818 sq.ft. Home,"Residential, Condo",1994,2,2,NA
"CA$679,000","5335 Hastings Street #401, Burnaby, BC",945 sq.ft. Home,"Residential, Condo",1986,2,2,NA
"CA$569,900","18818 68 Avenue #218, Surrey, BC",764 sq.ft. Home,"Residential, Condo",2010,2,2,NA
"CA$562,800","4338 Commercial Street #306, Vancouver, BC",595 sq.ft. Home,"Residential, Condo",2012,1,1,NA
"CA$799,000","1702 56 Street #8, Delta, BC","1,230 sq.ft. Home","Residential, Condo",1996,2,2,NA
"CA$919,900","601 Rochester Avenue #408, Coquitlam, BC",956 sq.ft. Home,"Residential, Condo",2026,3,2,NA
"CA$534,900","2345 Central Avenue #104, Port Coquitlam, BC",812 sq.ft. Home,"Residential, Condo",1994,1,1,NA
"CA$559,900","258 Nelson's Court #909, New Westminster, BC",600 sq.ft. Home,"Residential, Condo",2020,1,1,NA
"CA$699,900","228 14th Avenue E #403, Vancouver, BC",653 sq.ft. Home,"Residential, Condo",1995,1,1,NA
"CA$838,000","12161 237 Street #69, Maple Ridge, BC","1,316 sq.ft. Home","Residential, Condo",2015,3,2+1,NA
"CA$478,800","9288 University Crescent #507, Burnaby, BC",629 sq.ft. Home,"Residential, Condo",2004,1,1,NA
"CA$613,000","10448 University Drive #2912, Surrey, BC",657 sq.ft. Home,"Residential, Condo",2023,2,1,NA
"CA$667,900","2023 Winfield Drive #33, Abbotsford, BC","1,422 sq.ft. Home","Residential, Condo",1993,3,2+1,NA
"CA$830,000","2228 162 Street #204, Surrey, BC","1,258 sq.ft. Home","Residential, Condo",2014,3,2,NA
"CA$475,000","8680 Fremlin Street #202, Vancouver, BC",615 sq.ft. Home,"Residential, Condo",1964,1,1,NA
"CA$710,000","13893 74 Avenue #202, Surrey, BC","1,531 sq.ft. Home","Residential, Condo",1976,3,1+2,NA
"CA$978,888","9718 161a Street #170, Surrey, BC","1,482 sq.ft. Home","Residential, Condo",2020,3,2+1,NA
"CA$880,000","16260 23a Avenue #11, Surrey, BC","1,262 sq.ft. Home","Residential, Condo",2017,3,2+1,NA
"CA$959,000","4729 Garry Street #9, Delta, BC","1,760 sq.ft. Home","Residential, Condo",2007,3,3,NA
"CA$678,000","1618 Quebec Street #1002, Vancouver, BC",543 sq.ft. Home,"Residential, Condo",2014,1,1,NA
"CA$849,900","7708 Alderbridge Way #1207, Richmond, BC","1,108 sq.ft. Home","Residential, Condo",2017,3,2,NA
"CA$695,000","3115 Trafalgar Street #15, Abbotsford, BC","2,844 sq.ft. Home","Residential, Condo",1989,2+1,3,NA
"CA$985,000","8358 121a Street #50, Surrey, BC","2,307 sq.ft. Home","Residential, Condo",2008,3,3+1,NA
"CA$958,800","2181 12th Avenue W #211, Vancouver, BC",918 sq.ft. Home,"Residential, Condo",1997,2,2,NA
"CA$749,000","9452 Prince Charles Boulevard #255, Surrey, BC","1,440 sq.ft. Home","Residential, Condo",1979,3,1+1,NA
"CA$682,500","5523 Hastings Street #309, Burnaby, BC",630 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$799,888","20888 Mckinney Avenue #22, Maple Ridge, BC","1,668 sq.ft. Home","Residential, Condo",1992,4,2+1,NA
"CA$850,000","8 Laguna Court #1003, New Westminster, BC","1,576 sq.ft. Home","Residential, Condo",1991,2,2,NA
"CA$685,000","9399 Odlin Road #113, Richmond, BC",778 sq.ft. Home,"Residential, Condo",2012,2,1,NA
"CA$995,000","210 Salter Street #204, New Westminster, BC","1,223 sq.ft. Home","Residential, Condo",2017,2,2,NA
"CA$498,000","624 Agnes Street #403, New Westminster, BC",664 sq.ft. Home,"Residential, Condo",1995,1,1,NA
"CA$689,000","938 Smithe Street #1820, Vancouver, BC",610 sq.ft. Home,"Residential, Condo",2005,1,1,NA
"CA$499,900","7473 140 Street #305, Surrey, BC",980 sq.ft. Home,"Residential, Condo",1976,2,1,NA
"CA$875,000","2088 Madison Avenue #2305, Burnaby, BC","1,041 sq.ft. Home","Residential, Condo",2005,2,2,NA
"CA$679,000","602 Como Lake Avenue #306, Coquitlam, BC",823 sq.ft. Home,"Residential, Condo",2017,1,1,NA
"CA$499,000","1163 The High Street #208, Coquitlam, BC",712 sq.ft. Home,"Residential, Condo",1996,1,1,NA
"CA$638,000","15988 26 Avenue #209, Surrey, BC",979 sq.ft. Home,"Residential, Condo",2008,2,2,NA
"CA$648,000","5535 Hastings Street #406, Burnaby, BC",570 sq.ft. Home,"Residential, Condo",2024,1,1,NA
"CA$838,000","5775 Hampton Place #1002, Vancouver, BC",787 sq.ft. Home,"Residential, Condo",1995,1,1,NA
"CA$605,000","4788 Brentwood Drive #103, Burnaby, BC",698 sq.ft. Home,"Residential, Condo",2008,1,1,NA
"CA$998,000","39769 Government Road #66, Squamish, BC","1,340 sq.ft. Home","Residential, Condo",2019,3,2,NA
"CA$849,999","6965 Hastings Street #47, Burnaby, BC","1,020 sq.ft. Home","Residential, Condo",2011,2,2,NA
"CA$679,900","7506 199a Street #101, Langley, BC",921 sq.ft. Home,"Residential, Condo",2023,2,2,NA
"CA$728,800","718 Main Street #206, Vancouver, BC",791 sq.ft. Home,"Residential, Condo",2009,2,1,NA
"CA$599,900","3003 Keystone Dr #103, Duncan, BC","1,328 sq.ft. Home","Residential, Condo",2023,2,3,NA
"CA$769,900","1234 Viewtop Rd #142, Duncan, BC","1,296 sq.ft. Home","Residential, Condo",2023,2,2,NA
"CA$789,900","750 Dogwood Street #117, Coquitlam, BC",861 sq.ft. Home,"Residential, Condo",2022,2,2,NA
"CA$799,900","15220 Guildford Drive #410, Surrey, BC","1,226 sq.ft. Home","Residential, Condo",9999,2,2,NA
"CA$529,000","1367 Alberni Street #802, Vancouver, BC",445 sq.ft. Home,"Residential, Condo",1999,NA,1,NA
"CA$519,000","1990 Westminster Avenue #301, Port Coquitlam, BC",806 sq.ft. Home,"Residential, Condo",2018,1,1,NA
"CA$595,000","20881 56 Avenue #302, Langley, BC","1,037 sq.ft. Home","Residential, Condo",1992,2,2,NA
"CA$619,000","10 Renaissance Square #316, New Westminster, BC",889 sq.ft. Home,"Residential, Condo",2006,1,1+1,NA
"CA$690,000","1283 Howe Street #3705, Vancouver, BC",540 sq.ft. Home,"Residential, Condo",2019,1,1,NA
"CA$829,900","6123 138 Street #61, Surrey, BC","1,570 sq.ft. Home","Residential, Condo",2013,4,2+1,NA
"CA$715,000","1788 Gilmore Avenue #909, Burnaby, BC",665 sq.ft. Home,"Residential, Condo",2019,1,1,NA
"CA$619,000","15875 Marine Drive #110, White Rock, BC","1,044 sq.ft. Home","Residential, Condo",1989,2,2,NA
"CA$499,995","8600 Ackroyd Road #118, Richmond, BC",989 sq.ft. Home,"Residential, Condo",1982,2,1,NA
